Rank	NickName	HeroId	Level	FightScore	EquipInfo	XSoulInfo	PartnerInfo	SkillInfo
1562	罗恩克林顿	2	60	13725	55207*31*54009|55202*31*54024|55203*31*54024|55204*31*54024|55205*31*54009|55206*31*54009|302011*1*0	301020*9*7200*-1	10004*9*4|10003*9*4|10005*9*4	120001*1*0|120241*60*1|120341*60*2|120541*60*3|120841*60*4
1563	宇文乐安	1	60	13725	55101*31*55009|55102*31*55033|55103*31*55033|55104*31*55033|55105*31*55009|55106*31*55009|302011*1*0	301010*9*7200*-1	10004*9*4|10003*9*4|10005*9*4	160001*1*0|160801*60*1|160401*60*2|161601*60*3|160101*60*4
1564	安爱迪生	2	60	13725	55107*31*55009|55102*31*55033|55103*31*55033|55104*31*55033|55105*31*55009|55106*31*55009|302011*1*0	301020*9*7200*-1	10004*9*4|10003*9*4|10005*9*4	120001*1*0|120241*60*1|120341*60*2|120541*60*3|120841*60*4
1565	克洛泽杰克逊	1	60	13725	55201*31*54009|55202*31*54024|55203*31*54024|55204*31*54024|55205*31*54009|55206*31*54009|302011*1*0	301010*9*7200*-1	10004*9*4|10003*9*4|10005*9*4	160001*1*0|160201*60*1|160401*60*2|161001*60*3|161601*60*4
1566	蓝道夫	2	60	13725	55207*31*54009|55202*31*54024|55203*31*54024|55204*31*54024|55205*31*54009|55206*31*54009|302011*1*0	301020*9*7200*-1	10004*9*4|10003*9*4|10005*9*4	120001*1*0|120141*60*1|120341*60*2|120641*60*3|120541*60*4
1567	殷奎盛	1	60	13725	55101*31*55009|55102*31*55033|55103*31*55033|55104*31*55033|55105*31*55009|55106*31*55009|302011*1*0	301010*9*7200*-1	10004*9*4|10003*9*4|10005*9*4	160001*1*0|160201*60*1|160401*60*2|161001*60*3|161601*60*4
1568	穆梦姿	2	60	13725	55107*31*55009|55102*31*55033|55103*31*55033|55104*31*55033|55105*31*55009|55106*31*55009|302011*1*0	301020*9*7200*-1	10004*9*4|10003*9*4|10005*9*4	120001*1*0|120141*60*1|120341*60*2|120641*60*3|120541*60*4
1569	窦学真	1	60	13725	55201*31*54009|55202*31*54024|55203*31*54024|55204*31*54024|55205*31*54009|55206*31*54009|302011*1*0	301010*9*7200*-1	10004*9*4|10003*9*4|10005*9*4	160001*1*0|160401*60*1|161001*60*2|161601*60*3|160101*60*4
1570	贝蒂普希金	2	60	13725	55207*31*54009|55202*31*54024|55203*31*54024|55204*31*54024|55205*31*54009|55206*31*54009|302011*1*0	301020*9*7200*-1	10004*9*4|10003*9*4|10005*9*4	120001*1*0|120341*60*1|120641*60*2|120541*60*3|120841*60*4
1571	阿米尔科波拉	1	60	13725	55101*31*55009|55102*31*55033|55103*31*55033|55104*31*55033|55105*31*55009|55106*31*55009|302011*1*0	301010*9*7200*-1	10004*9*4|10003*9*4|10005*9*4	160001*1*0|160401*60*1|161001*60*2|161601*60*3|160101*60*4
1572	拓拔力夫	2	60	13725	55107*31*55009|55102*31*55033|55103*31*55033|55104*31*55033|55105*31*55009|55106*31*55009|302011*1*0	301020*9*7200*-1	10004*9*4|10003*9*4|10005*9*4	120001*1*0|120341*60*1|120641*60*2|120541*60*3|120841*60*4
1573	雨彤	1	60	13725	55201*31*54009|55202*31*54024|55203*31*54024|55204*31*54024|55205*31*54009|55206*31*54009|302011*1*0	301010*9*7200*-1	10004*9*4|10003*9*4|10005*9*4	160001*1*0|160801*60*1|160401*60*2|161001*60*3|161601*60*4
1574	殷容	2	60	13725	55207*31*54009|55202*31*54024|55203*31*54024|55204*31*54024|55205*31*54009|55206*31*54009|302011*1*0	301020*9*7200*-1	10004*9*4|10003*9*4|10005*9*4	120001*1*0|120241*60*1|120341*60*2|120641*60*3|120541*60*4
1575	保罗布莱曼	1	60	13725	55101*31*55009|55102*31*55033|55103*31*55033|55104*31*55033|55105*31*55009|55106*31*55009|302011*1*0	301010*9*7200*-1	10004*9*4|10003*9*4|10005*9*4	160001*1*0|160801*60*1|160401*60*2|161001*60*3|161601*60*4
1576	史蒂芬梅西	2	60	13725	55107*31*55009|55102*31*55033|55103*31*55033|55104*31*55033|55105*31*55009|55106*31*55009|302011*1*0	301020*9*7200*-1	10004*9*4|10003*9*4|10005*9*4	120001*1*0|120241*60*1|120341*60*2|120641*60*3|120541*60*4
1577	殷昀飞	1	60	13725	55201*31*54009|55202*31*54024|55203*31*54024|55204*31*54024|55205*31*54009|55206*31*54009|302011*1*0	301010*9*7200*-1	10004*9*4|10003*9*4|10005*9*4	160001*1*0|160201*60*1|160801*60*2|160401*60*3|161001*60*4
1578	迈克爱迪生	2	60	13725	55207*31*54009|55202*31*54024|55203*31*54024|55204*31*54024|55205*31*54009|55206*31*54009|302011*1*0	301020*9*7200*-1	10004*9*4|10003*9*4|10005*9*4	120001*1*0|120141*60*1|120241*60*2|120341*60*3|120641*60*4
1579	甄桂子	1	60	13725	55101*31*55009|55102*31*55033|55103*31*55033|55104*31*55033|55105*31*55009|55106*31*55009|302011*1*0	301010*9*7200*-1	10004*9*4|10003*9*4|10005*9*4	160001*1*0|160201*60*1|160801*60*2|160401*60*3|161001*60*4
1580	晏子琴	2	60	13725	55107*31*55009|55102*31*55033|55103*31*55033|55104*31*55033|55105*31*55009|55106*31*55009|302011*1*0	301020*9*7200*-1	10004*9*4|10003*9*4|10005*9*4	120001*1*0|120141*60*1|120241*60*2|120341*60*3|120641*60*4
1581	鲁道夫	1	60	13725	55201*31*54009|55202*31*54024|55203*31*54024|55204*31*54024|55205*31*54009|55206*31*54009|302011*1*0	301010*9*7200*-1	10007*9*4|10006*9*4|10005*9*4	160001*1*0|160801*60*1|160401*60*2|161601*60*3|160101*60*4
1582	斐迪南	2	60	13725	55207*31*54009|55202*31*54024|55203*31*54024|55204*31*54024|55205*31*54009|55206*31*54009|302011*1*0	301020*9*7200*-1	10007*9*4|10006*9*4|10005*9*4	120001*1*0|120241*60*1|120341*60*2|120541*60*3|120841*60*4
1583	司徒阳伯	1	60	13725	55101*31*55009|55102*31*55033|55103*31*55033|55104*31*55033|55105*31*55009|55106*31*55009|302011*1*0	301010*9*7200*-1	10007*9*4|10006*9*4|10005*9*4	160001*1*0|160801*60*1|160401*60*2|161601*60*3|160101*60*4
1584	科比梅西	2	60	13725	55107*31*55009|55102*31*55033|55103*31*55033|55104*31*55033|55105*31*55009|55106*31*55009|302011*1*0	301020*9*7200*-1	10007*9*4|10006*9*4|10005*9*4	120001*1*0|120241*60*1|120341*60*2|120541*60*3|120841*60*4
1585	赫连锐达	1	60	13725	55201*31*54009|55202*31*54024|55203*31*54024|55204*31*54024|55205*31*54009|55206*31*54009|302011*1*0	301010*9*7200*-1	10007*9*4|10006*9*4|10005*9*4	160001*1*0|160201*60*1|160401*60*2|161001*60*3|161601*60*4
1586	苏珊杰克曼	2	60	13725	55207*31*54009|55202*31*54024|55203*31*54024|55204*31*54024|55205*31*54009|55206*31*54009|302011*1*0	301020*9*7200*-1	10007*9*4|10006*9*4|10005*9*4	120001*1*0|120141*60*1|120341*60*2|120641*60*3|120541*60*4
1587	弗兰西斯德尼罗	1	60	13725	55101*31*55009|55102*31*55033|55103*31*55033|55104*31*55033|55105*31*55009|55106*31*55009|302011*1*0	301010*9*7200*-1	10007*9*4|10006*9*4|10005*9*4	160001*1*0|160201*60*1|160401*60*2|161001*60*3|161601*60*4
1588	黑寡妇X芷兰	2	60	13725	55107*31*55009|55102*31*55033|55103*31*55033|55104*31*55033|55105*31*55009|55106*31*55009|302011*1*0	301020*9*7200*-1	10007*9*4|10006*9*4|10005*9*4	120001*1*0|120141*60*1|120341*60*2|120641*60*3|120541*60*4
1589	欧尼斯特	1	60	13725	55201*31*54009|55202*31*54024|55203*31*54024|55204*31*54024|55205*31*54009|55206*31*54009|302011*1*0	301010*9*7200*-1	10007*9*4|10006*9*4|10005*9*4	160001*1*0|160401*60*1|161001*60*2|161601*60*3|160101*60*4
1590	盗墓者X舒兰	2	60	13725	55207*31*54009|55202*31*54024|55203*31*54024|55204*31*54024|55205*31*54009|55206*31*54009|302011*1*0	301020*9*7200*-1	10007*9*4|10006*9*4|10005*9*4	120001*1*0|120341*60*1|120641*60*2|120541*60*3|120841*60*4
1591	大卫欧文	1	60	13725	55101*31*55009|55102*31*55033|55103*31*55033|55104*31*55033|55105*31*55009|55106*31*55009|302011*1*0	301010*9*7200*-1	10007*9*4|10006*9*4|10005*9*4	160001*1*0|160401*60*1|161001*60*2|161601*60*3|160101*60*4
1592	弋亚	2	60	13725	55107*31*55009|55102*31*55033|55103*31*55033|55104*31*55033|55105*31*55009|55106*31*55009|302011*1*0	301020*9*7200*-1	10007*9*4|10006*9*4|10005*9*4	120001*1*0|120341*60*1|120641*60*2|120541*60*3|120841*60*4
1593	赫连明诚	1	60	13725	55201*31*54009|55202*31*54024|55203*31*54024|55204*31*54024|55205*31*54009|55206*31*54009|302011*1*0	301010*9*7200*-1	10007*9*4|10006*9*4|10005*9*4	160001*1*0|160801*60*1|160401*60*2|161001*60*3|161601*60*4
1594	赫连阳旭	2	60	13725	55207*31*54009|55202*31*54024|55203*31*54024|55204*31*54024|55205*31*54009|55206*31*54009|302011*1*0	301020*9*7200*-1	10007*9*4|10006*9*4|10005*9*4	120001*1*0|120241*60*1|120341*60*2|120641*60*3|120541*60*4
1595	尼古拉斯费恩斯	1	60	13725	55101*31*55009|55102*31*55033|55103*31*55033|55104*31*55033|55105*31*55009|55106*31*55009|302011*1*0	301010*9*7200*-1	10007*9*4|10006*9*4|10005*9*4	160001*1*0|160801*60*1|160401*60*2|161001*60*3|161601*60*4
1596	赫连睿思	2	60	13725	55107*31*55009|55102*31*55033|55103*31*55033|55104*31*55033|55105*31*55009|55106*31*55009|302011*1*0	301020*9*7200*-1	10007*9*4|10006*9*4|10005*9*4	120001*1*0|120241*60*1|120341*60*2|120641*60*3|120541*60*4
1597	迈克克鲁斯	1	60	13725	55201*31*54009|55202*31*54024|55203*31*54024|55204*31*54024|55205*31*54009|55206*31*54009|302011*1*0	301010*9*7200*-1	10007*9*4|10006*9*4|10005*9*4	160001*1*0|160201*60*1|160801*60*2|160401*60*3|161001*60*4
1598	端木凯定	2	60	13725	55207*31*54009|55202*31*54024|55203*31*54024|55204*31*54024|55205*31*54009|55206*31*54009|302011*1*0	301020*9*7200*-1	10007*9*4|10006*9*4|10005*9*4	120001*1*0|120141*60*1|120241*60*2|120341*60*3|120641*60*4
1599	司马凯乐	1	60	13725	55101*31*55009|55102*31*55033|55103*31*55033|55104*31*55033|55105*31*55009|55106*31*55009|302011*1*0	301010*9*7200*-1	10007*9*4|10006*9*4|10005*9*4	160001*1*0|160201*60*1|160801*60*2|160401*60*3|161001*60*4
1600	席頌瑩	2	60	13725	55107*31*55009|55102*31*55033|55103*31*55033|55104*31*55033|55105*31*55009|55106*31*55009|302011*1*0	301020*9*7200*-1	10007*9*4|10006*9*4|10005*9*4	120001*1*0|120141*60*1|120241*60*2|120341*60*3|120641*60*4
1601	肖恩巴菲特	1	60	13500	55201*30*54009|55202*30*54024|55203*30*54024|55204*30*54024|55205*30*54009|55206*30*54009|302011*1*0	301010*9*7200*-1	10008*9*4|10002*9*4|10001*9*4	160001*1*0|160801*60*1|160401*60*2|161601*60*3|160101*60*4
1602	柴姿轩	2	60	13500	55207*30*54009|55202*30*54024|55203*30*54024|55204*30*54024|55205*30*54009|55206*30*54009|302011*1*0	301020*9*7200*-1	10008*9*4|10002*9*4|10001*9*4	120001*1*0|120241*60*1|120341*60*2|120541*60*3|120841*60*4
1603	杰森加纳	1	60	13500	55101*30*55009|55102*30*55033|55103*30*55033|55104*30*55033|55105*30*55009|55106*30*55009|302011*1*0	301010*9*7200*-1	10008*9*4|10002*9*4|10001*9*4	160001*1*0|160801*60*1|160401*60*2|161601*60*3|160101*60*4
1604	甄青山	2	60	13500	55107*30*55009|55102*30*55033|55103*30*55033|55104*30*55033|55105*30*55009|55106*30*55009|302011*1*0	301020*9*7200*-1	10008*9*4|10002*9*4|10001*9*4	120001*1*0|120241*60*1|120341*60*2|120541*60*3|120841*60*4
1605	奥狄斯	1	60	13500	55201*30*54009|55202*30*54024|55203*30*54024|55204*30*54024|55205*30*54009|55206*30*54009|302011*1*0	301010*9*7200*-1	10008*9*4|10002*9*4|10001*9*4	160001*1*0|160201*60*1|160401*60*2|161001*60*3|161601*60*4
1606	沃伦汉克斯	2	60	13500	55207*30*54009|55202*30*54024|55203*30*54024|55204*30*54024|55205*30*54009|55206*30*54009|302011*1*0	301020*9*7200*-1	10008*9*4|10002*9*4|10001*9*4	120001*1*0|120141*60*1|120341*60*2|120641*60*3|120541*60*4
1607	威廉韦斯莱	1	60	13500	55101*30*55009|55102*30*55033|55103*30*55033|55104*30*55033|55105*30*55009|55106*30*55009|302011*1*0	301010*9*7200*-1	10008*9*4|10002*9*4|10001*9*4	160001*1*0|160201*60*1|160401*60*2|161001*60*3|161601*60*4
1608	拓拔立人	2	60	13500	55107*30*55009|55102*30*55033|55103*30*55033|55104*30*55033|55105*30*55009|55106*30*55009|302011*1*0	301020*9*7200*-1	10008*9*4|10002*9*4|10001*9*4	120001*1*0|120141*60*1|120341*60*2|120641*60*3|120541*60*4
1609	龙尚东	1	60	13500	55201*30*54009|55202*30*54024|55203*30*54024|55204*30*54024|55205*30*54009|55206*30*54009|302011*1*0	301010*9*7200*-1	10008*9*4|10002*9*4|10001*9*4	160001*1*0|160401*60*1|161001*60*2|161601*60*3|160101*60*4
1610	克雷尔	2	60	13500	55207*30*54009|55202*30*54024|55203*30*54024|55204*30*54024|55205*30*54009|55206*30*54009|302011*1*0	301020*9*7200*-1	10008*9*4|10002*9*4|10001*9*4	120001*1*0|120341*60*1|120641*60*2|120541*60*3|120841*60*4
1611	尉迟承宣	1	60	13500	55101*30*55009|55102*30*55033|55103*30*55033|55104*30*55033|55105*30*55009|55106*30*55009|302011*1*0	301010*9*7200*-1	10008*9*4|10002*9*4|10001*9*4	160001*1*0|160401*60*1|161001*60*2|161601*60*3|160101*60*4
1612	摩顿	2	60	13500	55107*30*55009|55102*30*55033|55103*30*55033|55104*30*55033|55105*30*55009|55106*30*55009|302011*1*0	301020*9*7200*-1	10008*9*4|10002*9*4|10001*9*4	120001*1*0|120341*60*1|120641*60*2|120541*60*3|120841*60*4
1613	皇甫宏恺	1	60	13500	55201*30*54009|55202*30*54024|55203*30*54024|55204*30*54024|55205*30*54009|55206*30*54009|302011*1*0	301010*9*7200*-1	10008*9*4|10002*9*4|10001*9*4	160001*1*0|160801*60*1|160401*60*2|161001*60*3|161601*60*4
1614	肖恩格兰特	2	60	13500	55207*30*54009|55202*30*54024|55203*30*54024|55204*30*54024|55205*30*54009|55206*30*54009|302011*1*0	301020*9*7200*-1	10008*9*4|10002*9*4|10001*9*4	120001*1*0|120241*60*1|120341*60*2|120641*60*3|120541*60*4
1615	迈克梅西	1	60	13500	55101*30*55009|55102*30*55033|55103*30*55033|55104*30*55033|55105*30*55009|55106*30*55009|302011*1*0	301010*9*7200*-1	10008*9*4|10002*9*4|10001*9*4	160001*1*0|160801*60*1|160401*60*2|161001*60*3|161601*60*4
1616	米瑜若	2	60	13500	55107*30*55009|55102*30*55033|55103*30*55033|55104*30*55033|55105*30*55009|55106*30*55009|302011*1*0	301020*9*7200*-1	10008*9*4|10002*9*4|10001*9*4	120001*1*0|120241*60*1|120341*60*2|120641*60*3|120541*60*4
1617	蔺竣豪	1	60	13500	55201*30*54009|55202*30*54024|55203*30*54024|55204*30*54024|55205*30*54009|55206*30*54009|302011*1*0	301010*9*7200*-1	10008*9*4|10002*9*4|10001*9*4	160001*1*0|160201*60*1|160801*60*2|160401*60*3|161001*60*4
1618	保罗凯瑞	2	60	13500	55207*30*54009|55202*30*54024|55203*30*54024|55204*30*54024|55205*30*54009|55206*30*54009|302011*1*0	301020*9*7200*-1	10008*9*4|10002*9*4|10001*9*4	120001*1*0|120141*60*1|120241*60*2|120341*60*3|120641*60*4
1619	科比布莱曼	1	60	13500	55101*30*55009|55102*30*55033|55103*30*55033|55104*30*55033|55105*30*55009|55106*30*55009|302011*1*0	301010*9*7200*-1	10008*9*4|10002*9*4|10001*9*4	160001*1*0|160201*60*1|160801*60*2|160401*60*3|161001*60*4
1620	大卫克林顿	2	60	13500	55107*30*55009|55102*30*55033|55103*30*55033|55104*30*55033|55105*30*55009|55106*30*55009|302011*1*0	301020*9*7200*-1	10008*9*4|10002*9*4|10001*9*4	120001*1*0|120141*60*1|120241*60*2|120341*60*3|120641*60*4
1621	慕容思源	1	60	13500	55201*30*54009|55202*30*54024|55203*30*54024|55204*30*54024|55205*30*54009|55206*30*54009|302011*1*0	301010*9*7200*-1	10005*9*4|10002*9*4|10001*9*4	160001*1*0|160801*60*1|160401*60*2|161601*60*3|160101*60*4
1622	司徒冠宇	2	60	13500	55207*30*54009|55202*30*54024|55203*30*54024|55204*30*54024|55205*30*54009|55206*30*54009|302011*1*0	301020*9*7200*-1	10005*9*4|10002*9*4|10001*9*4	120001*1*0|120241*60*1|120341*60*2|120541*60*3|120841*60*4
1623	玛丽诺顿	1	60	13500	55101*30*55009|55102*30*55033|55103*30*55033|55104*30*55033|55105*30*55009|55106*30*55009|302011*1*0	301010*9*7200*-1	10005*9*4|10002*9*4|10001*9*4	160001*1*0|160801*60*1|160401*60*2|161601*60*3|160101*60*4
1624	罗密欧盖茨	2	60	13500	55107*30*55009|55102*30*55033|55103*30*55033|55104*30*55033|55105*30*55009|55106*30*55009|302011*1*0	301020*9*7200*-1	10005*9*4|10002*9*4|10001*9*4	120001*1*0|120241*60*1|120341*60*2|120541*60*3|120841*60*4
1625	玛丽杰克曼	1	60	13500	55201*30*54009|55202*30*54024|55203*30*54024|55204*30*54024|55205*30*54009|55206*30*54009|302011*1*0	301010*9*7200*-1	10005*9*4|10002*9*4|10001*9*4	160001*1*0|160201*60*1|160401*60*2|161001*60*3|161601*60*4
1626	长孙佳	2	60	13500	55207*30*54009|55202*30*54024|55203*30*54024|55204*30*54024|55205*30*54009|55206*30*54009|302011*1*0	301020*9*7200*-1	10005*9*4|10002*9*4|10001*9*4	120001*1*0|120141*60*1|120341*60*2|120641*60*3|120541*60*4
1627	司徒乐成	1	60	13500	55101*30*55009|55102*30*55033|55103*30*55033|55104*30*55033|55105*30*55009|55106*30*55009|302011*1*0	301010*9*7200*-1	10005*9*4|10002*9*4|10001*9*4	160001*1*0|160201*60*1|160401*60*2|161001*60*3|161601*60*4
1628	甄敬媛	2	60	13500	55107*30*55009|55102*30*55033|55103*30*55033|55104*30*55033|55105*30*55009|55106*30*55009|302011*1*0	301020*9*7200*-1	10005*9*4|10002*9*4|10001*9*4	120001*1*0|120141*60*1|120341*60*2|120641*60*3|120541*60*4
1629	艾玛格兰特	1	60	13500	55201*30*54009|55202*30*54024|55203*30*54024|55204*30*54024|55205*30*54009|55206*30*54009|302011*1*0	301010*9*7200*-1	10005*9*4|10002*9*4|10001*9*4	160001*1*0|160401*60*1|161001*60*2|161601*60*3|160101*60*4
1630	拓拔宏胜	2	60	13500	55207*30*54009|55202*30*54024|55203*30*54024|55204*30*54024|55205*30*54009|55206*30*54009|302011*1*0	301020*9*7200*-1	10005*9*4|10002*9*4|10001*9*4	120001*1*0|120341*60*1|120641*60*2|120541*60*3|120841*60*4
1631	杰理	1	60	13500	55101*30*55009|55102*30*55033|55103*30*55033|55104*30*55033|55105*30*55009|55106*30*55009|302011*1*0	301010*9*7200*-1	10005*9*4|10002*9*4|10001*9*4	160001*1*0|160401*60*1|161001*60*2|161601*60*3|160101*60*4
1632	窦振国	2	60	13500	55107*30*55009|55102*30*55033|55103*30*55033|55104*30*55033|55105*30*55009|55106*30*55009|302011*1*0	301020*9*7200*-1	10005*9*4|10002*9*4|10001*9*4	120001*1*0|120341*60*1|120641*60*2|120541*60*3|120841*60*4
1633	杰西卡牛顿	1	60	13500	55201*30*54009|55202*30*54024|55203*30*54024|55204*30*54024|55205*30*54009|55206*30*54009|302011*1*0	301010*9*7200*-1	10005*9*4|10002*9*4|10001*9*4	160001*1*0|160801*60*1|160401*60*2|161001*60*3|161601*60*4
1634	申屠浩慨	2	60	13500	55207*30*54009|55202*30*54024|55203*30*54024|55204*30*54024|55205*30*54009|55206*30*54009|302011*1*0	301020*9*7200*-1	10005*9*4|10002*9*4|10001*9*4	120001*1*0|120241*60*1|120341*60*2|120641*60*3|120541*60*4
1635	麦克	1	60	13500	55101*30*55009|55102*30*55033|55103*30*55033|55104*30*55033|55105*30*55009|55106*30*55009|302011*1*0	301010*9*7200*-1	10005*9*4|10002*9*4|10001*9*4	160001*1*0|160801*60*1|160401*60*2|161001*60*3|161601*60*4
1636	詹姆斯欧文	2	60	13500	55107*30*55009|55102*30*55033|55103*30*55033|55104*30*55033|55105*30*55009|55106*30*55009|302011*1*0	301020*9*7200*-1	10005*9*4|10002*9*4|10001*9*4	120001*1*0|120241*60*1|120341*60*2|120641*60*3|120541*60*4
1637	威尔丘吉尔	1	60	13500	55201*30*54009|55202*30*54024|55203*30*54024|55204*30*54024|55205*30*54009|55206*30*54009|302011*1*0	301010*9*7200*-1	10005*9*4|10002*9*4|10001*9*4	160001*1*0|160201*60*1|160801*60*2|160401*60*3|161001*60*4
1638	奈登	2	60	13500	55207*30*54009|55202*30*54024|55203*30*54024|55204*30*54024|55205*30*54009|55206*30*54009|302011*1*0	301020*9*7200*-1	10005*9*4|10002*9*4|10001*9*4	120001*1*0|120141*60*1|120241*60*2|120341*60*3|120641*60*4
1639	大卫杰克逊	1	60	13500	55101*30*55009|55102*30*55033|55103*30*55033|55104*30*55033|55105*30*55009|55106*30*55009|302011*1*0	301010*9*7200*-1	10005*9*4|10002*9*4|10001*9*4	160001*1*0|160201*60*1|160801*60*2|160401*60*3|161001*60*4
1640	肖恩居里	2	60	13500	55107*30*55009|55102*30*55033|55103*30*55033|55104*30*55033|55105*30*55009|55106*30*55009|302011*1*0	301020*9*7200*-1	10005*9*4|10002*9*4|10001*9*4	120001*1*0|120141*60*1|120241*60*2|120341*60*3|120641*60*4
1641	欧阳华皓	1	60	13500	55201*30*54009|55202*30*54024|55203*30*54024|55204*30*54024|55205*30*54009|55206*30*54009|302011*1*0	301010*9*7200*-1	10004*9*4|10003*9*4|10005*9*4	160001*1*0|160801*60*1|160401*60*2|161601*60*3|160101*60*4
1642	轩辕乐悦	2	60	13500	55207*30*54009|55202*30*54024|55203*30*54024|55204*30*54024|55205*30*54009|55206*30*54009|302011*1*0	301020*9*7200*-1	10004*9*4|10003*9*4|10005*9*4	120001*1*0|120241*60*1|120341*60*2|120541*60*3|120841*60*4
1643	长孙芯	1	60	13500	55101*30*55009|55102*30*55033|55103*30*55033|55104*30*55033|55105*30*55009|55106*30*55009|302011*1*0	301010*9*7200*-1	10004*9*4|10003*9*4|10005*9*4	160001*1*0|160801*60*1|160401*60*2|161601*60*3|160101*60*4
1644	上官阳炎	2	60	13500	55107*30*55009|55102*30*55033|55103*30*55033|55104*30*55033|55105*30*55009|55106*30*55009|302011*1*0	301020*9*7200*-1	10004*9*4|10003*9*4|10005*9*4	120001*1*0|120241*60*1|120341*60*2|120541*60*3|120841*60*4
1645	波文	1	60	13500	55201*30*54009|55202*30*54024|55203*30*54024|55204*30*54024|55205*30*54009|55206*30*54009|302011*1*0	301010*9*7200*-1	10004*9*4|10003*9*4|10005*9*4	160001*1*0|160201*60*1|160401*60*2|161001*60*3|161601*60*4
1646	东方博赡	2	60	13500	55207*30*54009|55202*30*54024|55203*30*54024|55204*30*54024|55205*30*54009|55206*30*54009|302011*1*0	301020*9*7200*-1	10004*9*4|10003*9*4|10005*9*4	120001*1*0|120141*60*1|120341*60*2|120641*60*3|120541*60*4
1647	司徒正奇	1	60	13500	55101*30*55009|55102*30*55033|55103*30*55033|55104*30*55033|55105*30*55009|55106*30*55009|302011*1*0	301010*9*7200*-1	10004*9*4|10003*9*4|10005*9*4	160001*1*0|160201*60*1|160401*60*2|161001*60*3|161601*60*4
1648	穆芹	2	60	13500	55107*30*55009|55102*30*55033|55103*30*55033|55104*30*55033|55105*30*55009|55106*30*55009|302011*1*0	301020*9*7200*-1	10004*9*4|10003*9*4|10005*9*4	120001*1*0|120141*60*1|120341*60*2|120641*60*3|120541*60*4
1649	百里建茗	1	60	13500	55201*30*54009|55202*30*54024|55203*30*54024|55204*30*54024|55205*30*54009|55206*30*54009|302011*1*0	301010*9*7200*-1	10004*9*4|10003*9*4|10005*9*4	160001*1*0|160401*60*1|161001*60*2|161601*60*3|160101*60*4
1650	莎拉诺顿	2	60	13500	55207*30*54009|55202*30*54024|55203*30*54024|55204*30*54024|55205*30*54009|55206*30*54009|302011*1*0	301020*9*7200*-1	10004*9*4|10003*9*4|10005*9*4	120001*1*0|120341*60*1|120641*60*2|120541*60*3|120841*60*4
1651	约翰汗	1	60	13500	55101*30*55009|55102*30*55033|55103*30*55033|55104*30*55033|55105*30*55009|55106*30*55009|302011*1*0	301010*9*7200*-1	10004*9*4|10003*9*4|10005*9*4	160001*1*0|160401*60*1|161001*60*2|161601*60*3|160101*60*4
1652	里奥内尔唐尼	2	60	13500	55107*30*55009|55102*30*55033|55103*30*55033|55104*30*55033|55105*30*55009|55106*30*55009|302011*1*0	301020*9*7200*-1	10004*9*4|10003*9*4|10005*9*4	120001*1*0|120341*60*1|120641*60*2|120541*60*3|120841*60*4
1653	贝蒂韦斯莱	1	60	13500	55201*30*54009|55202*30*54024|55203*30*54024|55204*30*54024|55205*30*54009|55206*30*54009|302011*1*0	301010*9*7200*-1	10004*9*4|10003*9*4|10005*9*4	160001*1*0|160801*60*1|160401*60*2|161001*60*3|161601*60*4
